    used(bytes)     free(bytes)    available(bytes)   percent(%)
	8349839360		 1952804864			7974719488		53.6
	8350842880		 1934835712			7973625856		53.6
	8403595264		 1915723776			7920455680		53.9
	8394915840		 1928720384			7928823808		53.8
	8355237888		 1929859072			7969419264		53.6
	8354070528		 1929777152			7970590720		53.6
	8353890304		 1929531392			7970496512		53.6
	8350625792		 1938694144			7973498880		53.6
	8349888512		 1937645568			7974858752		53.6
	8341839872		 1951244288			7983001600		53.5
	8354750464		 1925484544			7970652160		53.6
	8353193984		 1927213056			7971368960		53.6
	8387035136		 1916973056			7937433600		53.8
	8375320576		 1940193280			7949627392		53.7
	8373231616		 1941045248			7952240640		53.7
	8364875776		 1917067264			7959703552		53.7
	8364552192		 1918578688			7960543232		53.7
	8365568000		 1918435328			7959818240		53.7
	8366227456		 1920618496			7958355968		53.7
	8356327424		 1939337216			7968743424		53.6
	8358813696		 1935462400			7966425088		53.6
	8356110336		 1934635008			7968845824		53.6
	8357507072		 1931456512			7967526912		53.6
	8393773056		 1909100544			7930933248		53.8
	8394248192		 1907699712			7930650624		53.8
	8375910400		 1900969984			7949099008		53.7
	8369786880		 1909190656			7955206144		53.7
	8359452672		 1925996544			7965097984		53.6
	8403828736		 1845800960			7921266688		53.9
	8403349504		 1846448128			7921889280		53.9
	8402321408		 1846132736			7922991104		53.9
	8388423680		 1869975552			7935877120		53.8
	8395571200		 1869828096			7928999936		53.8
	8133001216		 2433060864			8207564800		52.2
	8170676224		 2397274112			8170139648		52.4
	8167882752		 2400686080			8173047808		52.4
	8146911232		 2406723584			8193699840		52.3
	8382885888		 1988321280			7958585344		53.7
	8370434048		 1998393344			7970623488		53.6
	8311758848		 2007674880			8029712384		53.3
	8301658112		 2018238464			8039743488		53.2
	8273195008		 2046865408			8068386816		53.0
	8321372160		 2003304448			8019783680		53.3
	8316891136		 2009636864			8023912448		53.3
	8346402816		 1949523968			7994908672		53.5
	8347463680		 1942220800			7993761792		53.5
	8360296448		 1922043904			7980896256		53.5
	8324063232		 1994084352			8017321984		53.3
	8307163136		 2011557888			8034267136		53.2
	8325230592		 2000715776			8015855616		53.3
	8299888640		 2031972352			8041615360		53.2
	8305266688		 2020995072			8036175872		53.2
	8322985984		 2002690048			8019177472		53.3
	8302985216		 2022948864			8038064128		53.2
	8325337088		 2000715776			8015790080		53.3
	8329392128		 1986486272			8012025856		53.4
	8366583808		 1990000640			7975055360		53.6
	8285782016		 2075676672			8057081856		53.1
	8286064640		 2074648576			8056877056		53.1
	7139069952		 4590891008			10039455744		41.6
	7603687424		 3667099648			9575305216		44.3
	7628029952		 3642101760			9551065088		44.4
	7661256704		 3609100288			9517436928		44.6
	7662772224		 3607748608			9516257280		44.6
	7676030976		 3593007104			9502953472		44.7
	7645560832		 3592818688			9533509632		44.5
	7629361152		 3599843328			9549623296		44.4
	7658094592		 3585728512			9521139712		44.6
	7639121920		 3605151744			9540067328		44.5
	7651704832		 3588362240			9527480320		44.5
	7691702272		 3593175040			9487118336		44.8
	7687270400		 3597373440			9491275776		44.8
	7660761088		 3610423296			9518022656		44.6
	8887799808		 1194377216			8291074048		51.7
	8930766848		 1155518464			8247824384		52.0
	8925405184		 1171587072			8253788160		52.0
	9096781824		 904327168			8081920000		53.0
	9335894016		 416325632			7842574336		54.4
	9285603328		 445263872			7893118976		54.1
	9251717120		 462102528			7926591488		53.9
	9248849920		 463081472			7929798656		53.8
	9239760896		 476622848			7939182592		53.8
	9247559680		 459104256			7931293696		53.8
	9247158272		 461160448			7931691008		53.8
	9331675136		 357982208			7847247872		54.3
	9344106496		 340848640			7834238976		54.4
	9293914112		 382730240			7884972032		54.1
	9272025088		 388931584			7906828288		54.0
	9283338240		 374423552			7895756800		54.0
	9309138944		 327901184			7869550592		54.2
	9332711424		 293273600			7846187008		54.3
	9305907200		 342921216			7872983040		54.2
	9301110784		 343248896			7877976064		54.1
	9320525824		 362491904			7858167808		54.3
	9343553536		 375091200			7835254784		54.4
	9323720704		 382316544			7855284224		54.3
	9305026560		 365207552			7873814528		54.2
	9298513920		 373571584			7880310784		54.1
	9285652480		 380002304			7893684224		54.1
	9302228992		 400916480			7876620288		54.2
	9294635008		 404971520			7884312576		54.1
	9327333376		 352223232			7851384832		54.3
	9303629824		 360771584			7875035136		54.2
	9294090240		 359878656			7884546048		54.1
	9296269312		 359854080			7882170368		54.1
	9297362944		 359796736			7881613312		54.1
	9352417280		 305766400			7826579456		54.4
	9375358976		 292073472			7802941440		54.6
	9391460352		 311615488			7787024384		54.7
	9408192512		 296124416			7770882048		54.8
	9357242368		 313442304			7821582336		54.5
	9342574592		 300580864			7836377088		54.4
	9318502400		 325824512			7859625984		54.3
	9318883328		 326201344			7859978240		54.2
	9355694080		 299843584			7822979072		54.5
	9361145856		 291196928			7817740288		54.5
	9382166528		 218677248			7796584448		54.6
	9338712064		 289054720			7840743424		54.4
	9389752320		 241692672			7789060096		54.7
	9465618432		 201789440			7713046528		55.1
	9462366208		 180563968			7716847616		55.1
	9445068800		 184266752			7734317056		55.0
	9505603584		 129765376			7673384960		55.3
	9476554752		 152875008			7702372352		55.2
	9488220160		 161058816			7690911744		55.2
	9462579200		 186482688			7715549184		55.1
	9443237888		 157822976			7735341056		55.0
	9453961216		 146747392			7724597248		55.0
	9423773696		 139853824			7755444224		54.9
	9409011712		 166014976			7770234880		54.8
	9392328704		 182509568			7786336256		54.7
	9394438144		 178298880			7784886272		54.7
	9379610624		 207859712			7798882304		54.6
	9379610624		 208326656			7799259136		54.6
	9380147200		 207265792			7798661120		54.6
	9382699008		 217423872			7796166656		54.6
	9444626432		 140140544			7733981184		55.0
	9434046464		 147369984			7744720896		54.9
	9463873536		 115970048			7715057664		55.1
	9477279744		 144117760			7701835776		55.2
	9444831232		 165294080			7734231040		55.0
	9431871488		 184479744			7746859008		54.9
	9420185600		 201875456			7758307328		54.8
	9403834368		 230133760			7775272960		54.7
	9373556736		 242348032			7805546496		54.6
	9376796672		 241831936			7801737216		54.6
	9383821312		 239464448			7795032064		54.6
	9378045952		 244121600			7800414208		54.6
	9377968128		 241004544			7800586240		54.6
	9389039616		 223162368			7789998080		54.7
	9387208704		 220164096			7792152576		54.6
	9388462080		 217169920			7790104576		54.7
	9390780416		 213446656			7788490752		54.7
	9386115072		 222777344			7792795648		54.6
	9382625280		 231542784			7796314112		54.6
	9418473472		 176513024			7761043456		54.8
	9427750912		 154320896			7750725632		54.9
	9492062208		 42635264			7686938624		55.3
	9488789504		 51531776			7690080256		55.2
	9478426624		 57921536			7700684800		55.2
	9444761600		 55373824			7733686272		55.0
	9455861760		 38449152			7722942464		55.0
	9494138880		 58568704			7685316608		55.3
	9520402432		 37842944			7658586112		55.4
	9515323392		 79507456			7663288320		55.4
	9476890624		 122650624			7701585920		55.2
	9438797824		 142794752			7740047360		54.9
	9420980224		 136593408			7758168064		54.8
	9400594432		 141336576			7778168832		54.7
	9509089280		 38514688			7669915648		55.4
	9506607104		 41185280			7671832576		55.3
	9482067968		 73609216			7696961536		55.2
	9470324736		 59760640			7708729344		55.1
	9457008640		 48594944			7721684992		55.1
	9453150208		 49258496			7725649920		55.0
	9445355520		 65916928			7733141504		55.0
	9445588992		 67108864			7733932032		55.0
	9442873344		 71049216			7736557568		55.0
	9432907776		 71782400			7745392640		54.9
	9438789632		 71270400			7740080128		54.9
	9464381440		 40452096			7714357248		55.1
	9486561280		 26103808			7691988992		55.2
	9454731264		 59420672			7724294144		55.0
	9452515328		 57585664			7725858816		55.0
	9446707200		 54562816			7732232192		55.0
	9460781056		 40255488			7717814272		55.1
	9428242432		 161099776			7751069696		54.9
	9420345344		 168058880			7757852672		54.8
	9408409600		 174198784			7770345472		54.8
	9429131264		 171429888			7749242880		54.9
	9432535040		 168042496			7745900544		54.9
	9409466368		 169279488			7769419776		54.8
	9395851264		 168882176			7782617088		54.7
	9383190528		 172347392			7795777536		54.6
	9391009792		 158715904			7788199936		54.7
	9387171840		 159285248			7791788032		54.6
	9379405824		 171012096			7799390208		54.6
	9373855744		 203644928			7804928000		54.6
	9374810112		 203030528			7804436480		54.6
	9381556224		 194527232			7797350400		54.6
	9376391168		 203145216			7802515456		54.6
	9375002624		 210628608			7804358656		54.6
	9376686080		 209063936			7802081280		54.6
	9381126144		 204869632			7797874688		54.6
	9383796736		 201846784			7795363840		54.6
	9386237952		 192737280			7792685056		54.6
	9379004416		 198934528			7799570432		54.6
	9377411072		 198455296			7801413632		54.6
	9369247744		 214941696			7809433600		54.5
	9369915392		 214839296			7808913408		54.5
	9360584704		 214499328			7818153984		54.5
	9370697728		 212717568			7807639552		54.6
	9393586176		 179073024			7785639936		54.7
	9382998016		 192028672			7796015104		54.6
	9378668544		 190103552			7800188928		54.6
	9395044352		 162082816			7783559168		54.7
	9438928896		 107716608			7740018688		54.9
	9436610560		 110239744			7741829120		54.9
	9458626560		 86040576			7720206336		55.1
	9437130752		 99790848			7741468672		54.9
	9434796032		 98144256			7743926272		54.9
	9426112512		 100950016			7751991296		54.9
	9426034688		 106917888			7753031680		54.9
	9424060416		 108498944			7754227712		54.9
	9424154624		 108863488			7754653696		54.9
	9423577088		 109563904			7755546624		54.9
	9468186624		 58646528			7710433280		55.1
	9439911936		 92807168			7738454016		55.0
	9447886848		 81940480			7731232768		55.0
	9429311488		 80224256			7749287936		54.9
	9416880128		 95993856			7761584128		54.8
	9416146944		 99229696			7763197952		54.8
	9415979008		 99139584			7762767872		54.8
	9415151616		 99987456			7763734528		54.8
	9415061504		 99762176			7763722240		54.8
	9407762432		 107597824			7770968064		54.8
	9407684608		 107397120			7770992640		54.8
	9426497536		 88588288			7752339456		54.9
	9429991424		 84340736			7748608000		54.9
	9422614528		 95121408			7755833344		54.9
	9454497792		 32391168			7724503040		55.0
	9452064768		 35110912			7727005696		55.0
	9485664256		 51236864			7692599296		55.2
	9461854208		 114839552			7716581376		55.1
	9423728640		 139886592			7755882496		54.9
	9391484928		 164335616			7787528192		54.7
	9414594560		 154718208			7764762624		54.8
	9407049728		 161980416			7771840512		54.8
	9405374464		 146210816			7774154752		54.7
	9397833728		 153100288			7780487168		54.7
	9399541760		 148713472			7779274752		54.7
	9390305280		 167993344			7788593152		54.7
	9413869568		 124567552			7765012480		54.8
	9398218752		 138002432			7780593664		54.7
	9457561600		 25772032			7721857024		55.1
	9452122112		 43810816			7727099904		55.0
	9451876352		 36192256			7726669824		55.0
	9406672896		 122732544			7772123136		54.8
	9409941504		 123793408			7769427968		54.8
	9417146368		 109850624			7762362368		54.8
	9408303104		 128987136			7770345472		54.8
	9404469248		 135266304			7774044160		54.7
	9410789376		 139792384			7767773184		54.8
	9404600320		 145506304			7774056448		54.7
	9403371520		 147755008			7775334400		54.7
	9394020352		 159440896			7784652800		54.7
	9394114560		 159268864			7784726528		54.7
	9392988160		 160681984			7785889792		54.7
	9404051456		 152522752			7774461952		54.7
	9401819136		 154533888			7776894976		54.7
	9417826304		 132227072			7761317888		54.8
	9413541888		 131854336			7764901888		54.8
	9408835584		 131985408			7770202112		54.8
	9409740800		 141443072			7768834048		54.8
	9400946688		 152715264			7777853440		54.7
	9396580352		 153145344			7782522880		54.7
	9407119360		 137375744			7772119040		54.8
	9428987904		 105816064			7750025216		54.9
	9410068480		 133996544			7768592384		54.8
	9416994816		 124702720			7761338368		54.8
	9404932096		 143011840			7774031872		54.7
	9413140480		 126099456			7765934080		54.8
	9410781184		 126603264			7768141824		54.8
	9392943104		 154296320			7786061824		54.7
	9381076992		 171794432			7797620736		54.6
	9393303552		 160505856			7785603072		54.7
	9386336256		 167522304			7792529408		54.6
	9441312768		 112955392			7737561088		55.0
	9410969600		 146579456			7767339008		54.8
	9361137664		 233398272			7817207808		54.5
	9355636736		 232620032			7823953920		54.5
	9365090304		 208224256			7813668864		54.5
	9448574976		 144388096			7729991680		55.0
	9420226560		 171814912			7758897152		54.8
	9401245696		 177373184			7777845248		54.7
	9389617152		 200196096			7789248512		54.7
	9389096960		 199573504			7789793280		54.7
	9384706048		 198561792			7793844224		54.6
	9348972544		 280367104			7830007808		54.4
	9348911104		 280555520			7830351872		54.4
	9344131072		 279478272			7834423296		54.4
	9370591232		 237105152			7808286720		54.5
	9387859968		 203923456			7791357952		54.6
	9398288384		 184856576			7781015552		54.7
	9451749376		 109449216			7727251456		55.0
	9423900672		 137666560			7754645504		54.9
	9516056576		 60420096			7662755840		55.4
	9442598912		 150470656			7736270848		55.0
	9414676480		 179183616			7764164608		54.8
	9429696512		 139284480			7749099520		54.9
	9377382400		 235372544			7802073088		54.6
	9351200768		 266960896			7827415040		54.4
	9349619712		 267001856			7828914176		54.4
	9345355776		 248938496			7833579520		54.4
	9345474560		 249171968			7833432064		54.4
	9320759296		 307462144			7858040832		54.3
	9423945728		 249061376			7755264000		54.9
	9406251008		 291360768			7772643328		54.8
	9371652096		 319635456			7807070208		54.6
	9306431488		 324358144			7872188416		54.2
	9302679552		 328175616			7875776512		54.2
	9425408000		 127242240			7753003008		54.9
	9431134208		 129507328			7747874816		54.9
	9406894080		 147566592			7771770880		54.8
	9411768320		 178491392			7766990848		54.8
	9362329600		 229343232			7816843264		54.5
	9440141312		 141242368			7738818560		55.0
	9389580288		 200310784			7788740608		54.7
	9379078144		 208228352			7799771136		54.6
	9374306304		 208355328			7804313600		54.6
	9357168640		 219664384			7821619200		54.5
	9358295040		 217653248			7819907072		54.5
	9310134272		 316641280			7868424192		54.2
	9309286400		 317063168			7869419520		54.2
	9411502080		 189145088			7767437312		54.8
	9401679872		 171606016			7777165312		54.7
	9387442176		 196202496			7792136192		54.6
	9376477184		 206532608			7802302464		54.6
	9356730368		 234397696			7822946304		54.5
	9354772480		 230166528			7823851520		54.5
	9346150400		 230457344			7832444928		54.4
	9307336704		 326606848			7871270912		54.2
	9304248320		 331808768			7874494464		54.2
	9308884992		 324653056			7870083072		54.2
	9308446720		 323727360			7870504960		54.2
	9303646208		 330833920			7875149824		54.2
	9301225472		 331317248			7877312512		54.1
	9307529216		 326590464			7871811584		54.2
	9354612736		 237162496			7824392192		54.5
	9343885312		 244912128			7834656768		54.4
	9345220608		 242290688			7833800704		54.4
	9304260608		 319918080			7874011136		54.2
	9305100288		 319881216			7873646592		54.2
	9296650240		 344535040			7882027008		54.1
	9296777216		 344133632			7882051584		54.1
	9305112576		 331018240			7873339392		54.2
	9288179712		 351125504			7890386944		54.1
	9297776640		 333582336			7880982528		54.1
	9299333120		 331485184			7879573504		54.1
	9308934144		 317984768			7869812736		54.2
	9297469440		 335835136			7881801728		54.1
	9304883200		 328708096			7874564096		54.2
	9299243008		 333651968			7879237632		54.1
	9301299200		 339234816			7877357568		54.1
	9292062720		 347889664			7886815232		54.1
	9290698752		 347676672			7888093184		54.1
	9291702272		 346591232			7887413248		54.1
	9294295040		 344416256			7884636160		54.1
	9314566144		 313708544			7863730176		54.2
